R,Sigma
0.0001,1.0
0.01010990990990991,1.000812081352063
0.02011981981981982,0.9996853460990632
0.030129729729729732,0.9989459342059044
0.040139639639639645,0.9983781202205881
0.05014954954954955,0.997903505422224
0.06015945945945947,0.9974847651416349
0.07016936936936938,0.997101208456512
0.08017927927927929,0.9967401711368198
0.0901891891891892,0.9963933400397978
0.1001990990990991,0.9960549659152675
0.11020900900900901,0.9957209085891626
0.12021891891891894,0.995388088874761
0.13022882882882883,0.9950541556008475
0.14023873873873874,0.9947172738059117
0.15024864864864865,0.9943759847751551
0.16025855855855856,0.9940291105348541
0.17026846846846846,0.9936756868703764
0.18027837837837837,0.9933149152211944
0.19028828828828828,0.992946127409297
0.2002981981981982,0.9925687593003287
0.2103081081081081,0.9921823308131322
0.220318018018018,0.9917864305253733
0.23032792792792792,0.9913807036622598
0.24033783783783785,0.9909648426129365
0.25034774774774776,0.9905385793611086
0.26035765765765767,0.9901016793831805
0.2703675675675676,0.9896539366840614
0.2803774774774775,0.9891951697239263
0.2903873873873874,0.9887252180491498
0.3003972972972973,0.9882439394844871
0.3104072072072072,0.9877512077758998
0.3204171171171171,0.9872469105975592
0.33042702702702703,0.9867309478547678
0.34043693693693694,0.9862032302282342
0.35044684684684685,0.9856636779156228
0.36045675675675676,0.9851122195341294
0.37046666666666667,0.9845487911537634
0.3804765765765766,0.983973335435103
0.3904864864864865,0.9833858008479428
0.4004963963963964,0.9827861409481828
0.4105063063063063,0.9821743136892869
0.4205162162162162,0.9815502807405634
0.4305261261261261,0.9809140067756228
0.440536036036036,0.9802654586757057
0.45054594594594594,0.9796046045539081
0.46055585585585584,0.9789314124184505
0.47056576576576575,0.9782458480675136
0.4805756756756757,0.9775478710916953
0.4905855855855856,0.9768374244809273
0.5005954954954955,0.9760955058460915
0.5106054054054054,0.9753048832836814
0.5206153153153154,0.9744853025522265
0.5306252252252253,0.9736548469462953
0.5406351351351352,0.9728135428160638
0.5506450450450451,0.9719613994993582
0.560654954954955,0.9710984195136722
0.5706648648648649,0.9702246024887146
0.5806747747747748,0.9693399470659879
0.5906846846846847,0.968444451935853
0.6006945945945946,0.9675381164428758
0.6107045045045045,0.966620940951637
0.6207144144144144,0.9656929270700059
0.6307243243243243,0.9647540777832664
0.6407342342342343,0.9638043975304957
0.6507441441441442,0.9628438922425048
0.6607540540540541,0.9618725693537215
0.670763963963964,0.9608904377962888
0.6807738738738739,0.9598975079818165
0.6907837837837838,0.9588937917746896
0.7007936936936937,0.9578793024595744
0.7108036036036036,0.9568540547050112
0.7208135135135135,0.9558180645244194
0.7308234234234234,0.9547713492354644
0.7408333333333333,0.9537139274184665
0.7508432432432433,0.9526458188742246
0.7608531531531532,0.9515670445816504
0.7708630630630631,0.9504776266552438
0.780872972972973,0.949377588302574
0.7908828828828829,0.9482669537816801
0.8008927927927928,0.9471457483582432
0.8109027027027027,0.9460139982624346
0.8209126126126126,0.9448717306450054
0.8309225225225225,0.9437189735323633
0.8409324324324324,0.9425557557800042
0.8509423423423423,0.9413821070236288
0.8609522522522522,0.9401980576270467
0.8709621621621622,0.9390036386254945
0.8809720720720721,0.9377988816627072
0.890981981981982,0.9365838189191983
0.9009918918918919,0.9353584830280983
0.9110018018018018,0.9341229069732064
0.9210117117117117,0.9328771239606131
0.9310216216216216,0.9316211672501186
0.9410315315315315,0.9303550699221984
0.9510414414414414,0.9290788645354535
0.9610513513513514,0.9277925825812959
0.9710612612612614,0.9264962535134464
0.9810711711711713,0.925189902878788
0.9910810810810812,0.923873395079463
1.001090990990991,0.9225299161620161
1.0111009009009009,0.9211766094910082
1.021110810810811,0.9197969695470807
1.0311207207207207,0.9184080068685664
1.0411306306306307,0.9170097741557406
1.0511405405405405,0.9156023338864345
1.0611504504504505,0.9141857441993657
1.0711603603603603,0.9127600607180562
1.0811702702702704,0.9113253375611967
1.0911801801801801,0.9098816279090021
1.1011900900900902,0.908428984353356
1.1112,0.9069674591287408
1.12120990990991,0.9054971042716311
1.1312198198198198,0.9040179717340835
1.1412297297297298,0.9025301134667292
1.1512396396396396,0.901033581480376
1.1612495495495496,0.8995284278922457
1.1712594594594594,0.8980147049608791
1.1812693693693694,0.8964924651124174
1.1912792792792792,0.8949617609603877
1.2012891891891893,0.8934226453202143
1.211299099099099,0.8918751712196301
1.221309009009009,0.8903193919057261
1.2313189189189189,0.88875536084925
1.241328828828829,0.8871831317465569
1.2513387387387387,0.8856027585195609
1.2613486486486487,0.8840142953139509
1.2713585585585585,0.8824177964958319
1.2813684684684685,0.8808133166468947
1.2913783783783785,0.8792009105581956
1.3013882882882883,0.877580633222548
1.3113981981981984,0.875952539825483
1.3214081081081082,0.874316685734709
1.3314180180180182,0.8726731264877787
1.341427927927928,0.8710219177779213
1.351437837837838,0.8693631154374775
1.3614477477477478,0.8676967754184792
1.3714576576576578,0.8660229537696555
1.3814675675675676,0.8643417066087963
1.3914774774774776,0.8626530900889257
1.4014873873873874,0.860957160355899
1.4114972972972974,0.8592539734939618
1.4215072072072072,0.8575435854534539
1.4315171171171173,0.8558260519508246
1.441527027027027,0.8541014283231025
1.451536936936937,0.8523697692986155
1.4615468468468469,0.8506311285985516
1.471556756756757,0.8488855618495865
1.4815666666666667,0.8471331271723094
1.4915765765765767,0.8453686780935218
1.5015864864864865,0.8435925742143782
1.5115963963963965,0.84180990872633
1.5216063063063063,0.8400156204870441
1.5316162162162164,0.8382100664116431
1.5416261261261262,0.836398264095365
1.5516360360360362,0.8345802779765182
1.561645945945946,0.8327561743225389
1.571655855855856,0.8309260207088627
1.5816657657657658,0.8290898835965073
1.5916756756756758,0.8272478286005458
1.6016855855855856,0.8253999207303613
1.6116954954954956,0.8235462245416182
1.6217054054054054,0.8216868042390943
1.6317153153153154,0.8198217237493408
1.6417252252252252,0.8179510467736437
1.6517351351351353,0.8160748368274491
1.661745045045045,0.8141931572702433
1.671754954954955,0.8123060713283508
1.6817648648648649,0.8104136421125061
1.691774774774775,0.8085159326313002
1.7017846846846847,0.8066130058014822
1.7117945945945947,0.804704924455673
1.7218045045045045,0.8027917513480182
1.7318144144144145,0.8008735491580932
1.7418243243243243,0.7989503804933593
1.7518342342342343,0.7970223078903553
1.7618441441441441,0.7950893938147569
1.7718540540540542,0.7931517006604408
1.781863963963964,0.7912092907475897
1.791873873873874,0.7892622263199065
1.8018837837837838,0.7873105695409122
1.8118936936936938,0.7853543824892913
1.8219036036036036,0.783393727153281
1.8319135135135136,0.781428665423908
1.8419234234234234,0.779459259086965
1.8519333333333334,0.7774855698134607
1.8619432432432432,0.7755076591482304
1.8719531531531532,0.7735255884961851
1.881963063063063,0.7715394191054915
1.891972972972973,0.7695492120466806
1.9019828828828829,0.7675550281860928
1.9119927927927929,0.7655569281511492
1.922002702702703,0.7635549722834462
1.9320126126126127,0.761549220571113
1.9420225225225227,0.7595397325470656
1.9520324324324325,0.7575265671552587
1.9620423423423425,0.7555097855348506
1.9720522522522523,0.7534894488233963
1.9820621621621624,0.7514655526231269
1.9920720720720722,0.7494318057244507
2.0020819819819824,0.7473947679046251
2.012091891891892,0.7453545012568409
2.022101801801802,0.7433110034341128
2.0321117117117122,0.741258064227366
2.042121621621622,0.7392021617362726
2.052131531531532,0.737143358860857
2.0621414414414416,0.7350817180413001
2.072151351351352,0.7330173013659221
2.0821612612612617,0.7309501727120886
2.0921711711711715,0.7288803953499267
2.1021810810810813,0.7268080319507462
2.1121909909909915,0.7247331446934553
2.1222009009009013,0.7226557953351173
2.132210810810811,0.7205760452593984
2.142220720720721,0.7184939555114794
2.152230630630631,0.7164095868239336
2.162240540540541,0.7143229996362995
2.1722504504504507,0.7122342541100892
2.1822603603603605,0.710143410140339
2.1922702702702708,0.7080505273645907
2.2022801801801806,0.705955665169833
2.2122900900900904,0.7038588826977701
2.2223,0.7017602388488586
2.2323099099099104,0.6996597922851614
2.24231981981982,0.6975576014323603
2.25232972972973,0.6954537244809202
2.26233963963964,0.6933482193865809
2.27234954954955,0.6912411438701994
2.28235945945946,0.6891325554170251
2.2923693693693696,0.6870225112753637
2.3023792792792794,0.6849110684546822
2.3123891891891897,0.6827982837231618
2.3223990990990995,0.6806842136045345
2.3324090090090093,0.6785689143742799
2.342418918918919,0.6764524420549368
2.3524288288288293,0.6743348524104325
2.362438738738739,0.6722162009391905
2.372448648648649,0.6700965428656473
2.3824585585585587,0.667975933129662
2.392468468468469,0.665854426373123
2.4024783783783787,0.663732076922227
2.4124882882882885,0.6616089387634291
2.4224981981981983,0.6594850655096519
2.4325081081081086,0.6573605103505652
2.4425180180180184,0.6552353267238948
2.452527927927928,0.653109568468416
2.462537837837838,0.6509832891827747
2.472547747747748,0.6488565421195701
2.482557657657658,0.6467272162601725
2.492567567567568,0.6445954910844045
2.5025774774774776,0.6424635124616395
2.512587387387388,0.6403313333856865
2.5225972972972976,0.6381990066068945
2.5326072072072074,0.6360644398633759
2.5426171171171172,0.633927810377122
2.5526270270270275,0.6317912447244574
2.5626369369369373,0.6296547951519863
2.572646846846847,0.6275185135145414
2.5826567567567573,0.6253824513042747
2.592666666666667,0.6232466602193034
2.602676576576577,0.6211111920790914
2.6126864864864867,0.6189760982590734
2.622696396396397,0.6168414296837429
2.6327063063063068,0.6147072368627301
2.6427162162162166,0.6125735699164198
2.6527261261261263,0.6104404785947118
2.6627360360360366,0.6083080122910259
2.6727459459459464,0.6061762200530766
2.682755855855856,0.6040451505913302
2.692765765765766,0.6019148522856625
2.7027756756756762,0.5997853731906593
2.712785585585586,0.5976567610398982
2.722795495495496,0.5955290632492706
2.7328054054054056,0.593402326919685
2.742815315315316,0.5912765988391333
2.7528252252252257,0.5891519254842201
2.7628351351351355,0.587028353021319
2.7728450450450453,0.5849059273072527
2.7828549549549555,0.5827846938896184
2.7928648648648653,0.5806646980067955
2.802874774774775,0.5785459845875097
2.812884684684685,0.5764285982500905
2.822894594594595,0.5743125833012941
2.832904504504505,0.5721979837346585
2.8429144144144147,0.5700848432283419
2.8529243243243245,0.5679732051422993
2.8629342342342348,0.5658631125146616
2.8729441441441446,0.5637546080570593
2.8829540540540544,0.5616477341483705
2.892963963963964,0.5595425328263848
2.9029738738738744,0.5574390457765392
2.912983783783784,0.5553373143162091
2.922993693693694,0.5532373793792275
2.933003603603604,0.5511392821999059
2.943013513513514,0.5490430637931106
2.953023423423424,0.5469487648435805
2.9630333333333336,0.5448564256966311
2.9730432432432434,0.5427660585404922
2.9830531531531537,0.5406749947712362
2.9930630630630635,0.5385860485952699
3.0030729729729733,0.5364992594446298
3.013082882882883,0.5344146664562358
3.0230927927927933,0.5323323084718387
3.033102702702703,0.5302521963568785
3.043112612612613,0.528171671828575
3.0531225225225227,0.5260935350198812
3.063132432432433,0.5240178238097302
3.0731423423423427,0.5219445757055956
3.0831522522522525,0.5198738278589524
3.0931621621621623,0.5178056170763914
3.1031720720720726,0.5157399798334809
3.1131819819819824,0.5136769528087299
3.123191891891892,0.5116165723263055
3.133201801801802,0.5095588743127228
3.143211711711712,0.5075038943154734
3.153221621621622,0.5054516675167902
3.163231531531532,0.5034022287441517
3.1732414414414416,0.5013556124785183
3.183251351351352,0.4993118528608459
3.1932612612612616,0.4972709836973636
3.2032711711711714,0.49523303846394406
3.2132810810810817,0.4931980503097849
3.2232909909909915,0.4911660520605001
3.2333009009009013,0.4891370762207777
3.243310810810811,0.4871111549766127
3.2533207207207213,0.48508832019725584
3.263330630630631,0.4830686034368523
3.273340540540541,0.4810520359358128
3.2833504504504507,0.4790386486219673
3.293360360360361,0.4770284721114637
3.3033702702702707,0.47502153670946884
3.3133801801801805,0.4730178724105709
3.3233900900900903,0.4710175088989849
3.3334000000000006,0.4690204755484154
3.3434099099099104,0.4670268014215875
3.35341981981982,0.4650365152693058
3.36342972972973,0.4630496455289257
3.37343963963964,0.461066220322031
3.38344954954955,0.45908626745112363
3.39345945945946,0.4571098143948164
3.4034693693693696,0.4551368883009108
3.41347927927928,0.4531675161617054
3.4234891891891897,0.45120172485975085
3.4334990990990994,0.44923954100289015
3.4435090090090092,0.4472809908939367
3.4535189189189195,0.4453261005280285
3.4635288288288293,0.4433748955886966
3.473538738738739,0.44142648569766973
3.483548648648649,0.43948095203236787
3.493558558558559,0.4375392059223525
3.503568468468469,0.43560127200225296
3.5135783783783787,0.4336671746236449
3.5235882882882885,0.43173693785590656
3.5335981981981988,0.42981058548711265
3.5436081081081086,0.42788722454902095
3.5536180180180184,0.4259669341022637
3.563627927927928,0.4240506241884935
3.5736378378378384,0.42213831750953945
3.583647747747748,0.4202300364570607
3.593657657657658,0.41832580311935935
3.603667567567568,0.4164256392867347
3.613677477477478,0.41452956645583505
3.623687387387388,0.41263760597629506
3.6336972972972976,0.4107497790401385
3.6437072072072074,0.40886610653619165
3.6537171171171177,0.4069866090374369
3.6637270270270275,0.4051113068090717
3.6737369369369373,0.4032402198149174
3.683746846846847,0.40137336772268867
3.6937567567567573,0.39951076990839285
3.703766666666667,0.3976524454600944
3.713776576576577,0.3957984131811582
3.7237864864864867,0.3939486915930942
3.733796396396397,0.3921032989381219
3.7438063063063067,0.39026225318145846
3.7538162162162165,0.3884255720134026
3.7638261261261263,0.3865932728512313
3.7738360360360366,0.38476537284092627
3.7838459459459464,0.38294188885874486
3.793855855855856,0.38112283751265497
3.803865765765766,0.3793082351435902
3.813875675675676,0.37749809782658716
3.823885585585586,0.37569244137172797
3.833895495495496,0.37389128132487753
3.843905405405406,0.372094632968171
3.853915315315316,0.37030251132020003
3.8639252252252256,0.3685149311358395
3.8739351351351354,0.36673190690556184
3.8839450450450457,0.3649534528540706
3.8939549549549555,0.36317958293975544
3.9039648648648653,0.3614103110310775
3.913974774774775,0.35964565078087457
3.9239846846846853,0.35788561559090487
3.933994594594595,0.3561302186121447
3.944004504504505,0.35437947274476334
3.9540144144144147,0.35263339063768423
3.964024324324325,0.3508919732235268
3.9740342342342347,0.34915411725815915
3.9840441441441445,0.34742097982900166
3.9940540540540543,0.34569257262628583
4.004063963963964,0.3439689071059518
4.0140738738738735,0.34224999449097426
4.024083783783784,0.34053584577265483
4.034093693693694,0.3388264717119285
4.044103603603603,0.33712187129974913
4.054113513513514,0.3354209318336745
4.064123423423424,0.3337248161090785
4.074133333333333,0.332033533952488
4.084143243243243,0.33034709494904296
4.094153153153153,0.3286655084467736
4.104163063063063,0.3269887835602143
4.114172972972973,0.3253169291735047
4.124182882882883,0.3236499539430995
4.134192792792793,0.32198786630168885
4.144202702702703,0.32033067459736847
4.154212612612612,0.3186783869610043
4.164222522522523,0.3170310112861523
4.174232432432432,0.315388555233918
4.184242342342342,0.3137510262370276
4.1942522522522525,0.3121184315033244
4.204262162162162,0.31049077801885
4.214272072072072,0.30886807255060006
4.224281981981982,0.30725032164900684
4.234291891891892,0.30563753165022955
4.244301801801802,0.30402970867824436
4.254311711711711,0.3024268586468199
4.2643216216216215,0.3008289872613356
4.274331531531532,0.2992361000205484
4.284341441441441,0.2976482022182003
4.294351351351351,0.29606529894454897
4.304361261261262,0.29448739508783256
4.314371171171171,0.2929144953355718
4.324381081081081,0.2913466041757801
4.334390990990991,0.2897837258980503
4.344400900900901,0.28822586459447985
4.354410810810811,0.28667302416039264
4.36442072072072,0.2851252082948309
4.374430630630631,0.28358242050070487
4.384440540540541,0.2820446641302641
4.39445045045045,0.2805119423995398
4.4044603603603605,0.27898425834749946
4.41447027027027,0.27746161482763304
4.42448018018018,0.2759440145089468
4.43449009009009,0.2744314598768652
4.4445,0.2729239532339476
4.45450990990991,0.2714214967003894
4.46451981981982,0.2699237295225695
4.4745297297297295,0.2684306769554584
4.48453963963964,0.2669426920584391
4.49454954954955,0.26545977621991235
4.504559459459459,0.26398193065841563
4.51456936936937,0.2625091564239873
4.524579279279279,0.2610414543995264
4.534589189189189,0.25957882530215187
4.544599099099099,0.25812126968453974
4.554609009009009,0.25666842028082876
4.564618918918919,0.25522030099828863
4.574628828828829,0.25377726812588786
4.584638738738739,0.25233932151633065
4.594648648648649,0.2509064608570662
4.604658558558558,0.24947868567278386
4.6146684684684685,0.2480559953276577
4.624678378378379,0.2466383890274149
4.634688288288288,0.24522586582124248
4.644698198198198,0.24381842460359543
4.6547081081081085,0.2424160641520341
4.664718018018018,0.24101878312805528
4.674727927927928,0.2396265800414452
4.6847378378378375,0.23823945324545998
4.694747747747748,0.2368574009394971
4.704757657657658,0.23548042117149245
4.714767567567567,0.2341085118401109
4.724777477477478,0.23274167069675608
4.734787387387388,0.2313798953474415
4.744797297297297,0.23002318325456278
4.754807207207207,0.22867153173857466
4.764817117117117,0.22732493797956463
4.774827027027027,0.22598339901876846
4.784836936936937,0.22464691176002888
4.794846846846847,0.22331547297116067
4.804856756756757,0.2219890792852679
4.814866666666667,0.22066772720200029
4.824876576576576,0.21935141308872666
4.834886486486487,0.21804013318162702
4.844896396396396,0.2167338835866972
4.854906306306306,0.2154326602806244
4.8649162162162165,0.2141364591119316
4.874926126126126,0.21284527584426324
4.884936036036036,0.21155910612901804
4.894945945945946,0.21027794549539927
4.904955855855856,0.2090017893515756
4.914965765765766,0.2077306329857925
4.924975675675675,0.20646447156742365
4.9349855855855855,0.20520330014797045
4.944995495495496,0.20394711366198162
4.955005405405405,0.20269590261283682
4.965015315315315,0.20144924247802834
4.975025225225226,0.20020755944579297
4.985035135135135,0.1989708479569631
4.995045045045045,0.1977391023440247
5.005054954954955,0.19651231683231976
5.015064864864865,0.19529048554124037
5.025074774774775,0.1940736024853978
5.035084684684684,0.19286166157580917
5.045094594594595,0.19165465662106204
5.055104504504505,0.19045257691951495
5.065114414414414,0.18925498766726787
